time_stats.moe_router_gate.min,time_stats.moe_router_gate.max,time_stats.moe_router_gate.mean,time_stats.moe_router_gate.median,time_stats.moe_router_gate.std,time_stats.moe_router_topk.min,time_stats.moe_router_topk.max,time_stats.moe_router_topk.mean,time_stats.moe_router_topk.median,time_stats.moe_router_topk.std,time_stats.moe_router_softmax.min,time_stats.moe_router_softmax.max,time_stats.moe_router_softmax.mean,time_stats.moe_router_softmax.median,time_stats.moe_router_softmax.std,time_stats.moe_expert_dispatch.min,time_stats.moe_expert_dispatch.max,time_stats.moe_expert_dispatch.mean,time_stats.moe_expert_dispatch.median,time_stats.moe_expert_dispatch.std,time_stats.moe_expert_gemm.min,time_stats.moe_expert_gemm.max,time_stats.moe_expert_gemm.mean,time_stats.moe_expert_gemm.median,time_stats.moe_expert_gemm.std,time_stats.moe_expert_combine.min,time_stats.moe_expert_combine.max,time_stats.moe_expert_combine.mean,time_stats.moe_expert_combine.median,time_stats.moe_expert_combine.std,time_stats.moe_shared_expert.min,time_stats.moe_shared_expert.max,time_stats.moe_shared_expert.mean,time_stats.moe_shared_expert.median,time_stats.moe_shared_expert.std,time_stats.moe_block_norm.min,time_stats.moe_block_norm.max,time_stats.moe_block_norm.mean,time_stats.moe_block_norm.median,time_stats.moe_block_norm.std,time_stats.moe_block_residual.min,time_stats.moe_block_residual.max,time_stats.moe_block_residual.mean,time_stats.moe_block_residual.median,time_stats.moe_block_residual.std,num_tokens,hidden_size,num_routed_experts,num_experts_per_tok,expert_intermediate_size,num_shared_experts
0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.013407438786293326,0.015480764319747405,0.0145177200683835,0.014550395990864468,0.0006281303146112154,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,1,7168,256,8,2048,1
0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.027127147595101122,0.031686139449264766,0.028971517493390532,0.02859457471306375,0.0013969033847543964,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0017284709811801464,0.0020094086114857135,0.0018520342848844119,0.0018629248476915656,7.474999147277648e-05,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,2,7168,256,8,2048,1
0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0399924440306161,0.04921583772489714,0.043909797413399565,0.043661223317368866,0.0027352953619885953,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0025914668337350807,0.0030002841537372094,0.0027565212423976003,0.002725960233933244,0.00011640914950373212,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,3,7168,256,8,2048,1
0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0579019519543541,0.06265340393422862,0.06011186660451799,0.06029371555135989,0.0016211613227920154,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0035109866837228095,0.003855119442285601,0.003639497374643947,0.0036328487048259495,0.00010270827361777982,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,4,7168,256,8,2048,1
0.0011043194380554809,0.0012367521837211735,0.0011613269185854168,0.0011579584823077527,3.4485502209554236e-05,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.06765699617526257,0.0758074811872138,0.0725827785842367,0.07326590017716599,0.002406566413374142,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.004190812671837151,0.005068315420690837,0.004722919753968704,0.004785285856437655,0.0002632771515907813,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,5,7168,256,8,2048,1
0.0012959001083261837,0.0014442928860899313,0.0013522284047067167,0.0013411084383210467,4.586213557747368e-05,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0821219024790447,0.09494015592976549,0.0878969215358261,0.08778415521924282,0.004250506844712774,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.005244341692510922,0.005722101704104578,0.005503546517347047,0.005520613599938178,0.0001660286860422388,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,6,7168,256,8,2048,1
0.0014094595601948927,0.0017241220306252094,0.0015965456870860508,0.0016149636298495077,8.714052741253359e-05,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.09851950132832787,0.11461069588032753,0.10391414439772348,0.10403179678728311,0.0045811622521829175,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0058607111076344805,0.007036475042890472,0.006498730482490533,0.0066210486235030435,0.0003918305428392114,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,7,7168,256,8,2048,1
0.0016824155581308228,0.001978510470383252,0.0017910505575372455,0.001771829181594564,9.4586933748793e-05,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.1054342062064397,0.12793458423668558,0.11711242562862503,0.11552866756848175,0.007301580374425177,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.006891898353049751,0.007777952616949485,0.007367635602768885,0.007377752384343799,0.0002849969773230617,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,8,7168,256,8,2048,1
0.001890887206174576,0.00214453438018204,0.0020369616999559403,0.0020591346769993028,7.727757015817412e-05,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.12767965973972087,0.14927140243413295,0.13589058262701742,0.13262020100838262,0.007441191976646169,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.007583898001647539,0.008717713629275509,0.008313598871663903,0.008444326759728466,0.00035516820240412205,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,9,7168,256,8,2048,1
0.0021267869109947274,0.002463652844151403,0.002330377217402854,0.002324063469100848,9.482794840906574e-05,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.1409165900020399,0.15747915328163212,0.14699365289716101,0.14296410524536068,0.0059184170096257885,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.008555964088050762,0.010014319920877918,0.00916925432953063,0.009141480388838568,0.0004119417520436483,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,10,7168,256,8,2048,1
